loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,income_to_loan_ratio,total_assets,loan_status_encoded,cibil_range,loan_to_income_ratio,lti_range,loan_status_numeric,education_numeric,self_employed_numeric
2995,4,Not Graduate,Yes,8600000,21400000,14,476,6200000,2700000,28000000,12800000,Rejected,0.4018691588785046,49700000,0,Poor (0-600),2.488372093023256,Low (2-4x),0,0,1
2996,4,Graduate,No,2600000,8500000,4,775,600000,3800000,10400000,2600000,Approved,0.3058823529411765,17400000,1,Very Good (750-800),3.269230769230769,Low (2-4x),1,1,0
2997,1,Not Graduate,Yes,7100000,18000000,20,477,6600000,13200000,19300000,9300000,Rejected,0.3944444444444444,48400000,0,Poor (0-600),2.535211267605634,Low (2-4x),0,0,1
2998,4,Not Graduate,Yes,7000000,19800000,16,682,9300000,5300000,14500000,7300000,Approved,0.3535353535353535,36400000,1,Fair (600-700),2.8285714285714287,Low (2-4x),1,0,1
2999,5,Not Graduate,No,8300000,17700000,12,334,19600000,13200000,22500000,9800000,Rejected,0.4689265536723164,65100000,0,Poor (0-600),2.1325301204819276,Low (2-4x),0,0,0
3000,3,Graduate,Yes,6800000,23900000,12,565,18800000,2800000,18800000,6700000,Approved,0.2845188284518828,47100000,1,Poor (0-600),3.514705882352941,Low (2-4x),1,1,1
3001,1,Not Graduate,Yes,9900000,25700000,2,340,15600000,18800000,29500000,11800000,Rejected,0.3852140077821012,75700000,0,Poor (0-600),2.595959595959596,Low (2-4x),0,0,1
3002,2,Graduate,No,5100000,11000000,14,322,7900000,2900000,10700000,5900000,Rejected,0.4636363636363636,27400000,0,Poor (0-600),2.156862745098039,Low (2-4x),0,1,0
3003,4,Graduate,Yes,3500000,10700000,8,883,200000,2300000,8400000,2000000,Approved,0.3271028037383177,12900000,1,Excellent (800+),3.057142857142857,Low (2-4x),1,1,1
3004,3,Graduate,Yes,4300000,12800000,16,346,3300000,1100000,11900000,3800000,Rejected,0.3359375,20100000,0,Poor (0-600),2.9767441860465116,Low (2-4x),0,1,1
3005,0,Graduate,Yes,5300000,20200000,2,861,500000,800000,16500000,6200000,Approved,0.2623762376237624,24000000,1,Excellent (800+),3.811320754716981,Low (2-4x),1,1,1
3006,5,Graduate,Yes,6400000,21900000,12,699,15700000,500000,17200000,3800000,Approved,0.2922374429223744,37200000,1,Fair (600-700),3.421875,Low (2-4x),1,1,1
3007,0,Graduate,No,9300000,27200000,8,629,4500000,14300000,26900000,5000000,Approved,0.3419117647058823,50700000,1,Fair (600-700),2.924731182795699,Low (2-4x),1,1,0
3008,3,Graduate,No,1100000,3100000,14,359,1500000,1000000,4000000,1000000,Rejected,0.3548387096774194,7500000,0,Poor (0-600),2.8181818181818183,Low (2-4x),0,1,0
3009,2,Not Graduate,No,7100000,27000000,10,430,20700000,8300000,24500000,4200000,Rejected,0.2629629629629629,57700000,0,Poor (0-600),3.8028169014084505,Low (2-4x),0,0,0
3010,4,Not Graduate,No,1100000,3300000,18,417,1400000,1000000,4200000,700000,Rejected,0.3333333333333333,7300000,0,Poor (0-600),3.0,Low (2-4x),0,0,0
3011,2,Graduate,No,1900000,5200000,6,896,4300000,100000,6200000,2400000,Approved,0.3653846153846153,13000000,1,Excellent (800+),2.736842105263158,Low (2-4x),1,1,0
3012,0,Not Graduate,No,1300000,3900000,16,690,3600000,1700000,4700000,800000,Approved,0.3333333333333333,10800000,1,Fair (600-700),3.0,Low (2-4x),1,0,0
3013,5,Graduate,No,7500000,22800000,16,347,15100000,1200000,16100000,10700000,Rejected,0.3289473684210526,43100000,0,Poor (0-600),3.04,Low (2-4x),0,1,0
3014,4,Not Graduate,No,2400000,7000000,4,539,2300000,0,9600000,2900000,Rejected,0.3428571428571428,14800000,0,Poor (0-600),2.9166666666666665,Low (2-4x),0,0,0
3015,4,Graduate,Yes,2500000,8000000,8,464,4000000,3000000,9000000,3000000,Rejected,0.3125,19000000,0,Poor (0-600),3.2,Low (2-4x),0,1,1
3016,4,Graduate,No,7500000,16200000,4,310,10800000,14300000,14900000,5800000,Rejected,0.4629629629629629,45800000,0,Poor (0-600),2.16,Low (2-4x),0,1,0
3017,3,Not Graduate,No,9300000,36600000,6,431,22000000,14600000,32900000,8800000,Rejected,0.2540983606557377,78300000,0,Poor (0-600),3.935483870967742,Low (2-4x),0,0,0
3018,5,Not Graduate,No,3300000,10000000,12,489,2000000,500000,7200000,2800000,Rejected,0.33,12500000,0,Poor (0-600),3.0303030303030303,Low (2-4x),0,0,0
3019,4,Not Graduate,Yes,5700000,13900000,12,775,1600000,3100000,15900000,7100000,Approved,0.4100719424460431,27700000,1,Very Good (750-800),2.43859649122807,Low (2-4x),1,0,1
3020,4,Not Graduate,No,300000,600000,6,365,-100000,400000,600000,200000,Rejected,0.5,1100000,0,Poor (0-600),2.0,Very Low (0-2x),0,0,0
3021,2,Not Graduate,Yes,1200000,4500000,10,555,100000,1100000,2700000,1400000,Approved,0.2666666666666666,5300000,1,Poor (0-600),3.75,Low (2-4x),1,0,1
3022,4,Graduate,Yes,8200000,29600000,10,457,6700000,6700000,21400000,11000000,Rejected,0.277027027027027,45800000,0,Poor (0-600),3.6097560975609757,Low (2-4x),0,1,1
3023,3,Not Graduate,No,5500000,12400000,8,580,800000,900000,19300000,7300000,Approved,0.4435483870967742,28300000,1,Poor (0-600),2.2545454545454544,Low (2-4x),1,0,0
3024,4,Not Graduate,No,1800000,7200000,20,496,3000000,1100000,7200000,2000000,Rejected,0.25,13300000,0,Poor (0-600),4.0,Low (2-4x),0,0,0
3025,0,Not Graduate,No,3500000,11400000,16,837,3700000,2100000,10000000,2700000,Approved,0.3070175438596491,18500000,1,Excellent (800+),3.257142857142857,Low (2-4x),1,0,0
3026,4,Not Graduate,Yes,6000000,13200000,6,455,7300000,5900000,16500000,7100000,Rejected,0.4545454545454545,36800000,0,Poor (0-600),2.2,Low (2-4x),0,0,1
3027,0,Graduate,Yes,2700000,9700000,20,551,1300000,1300000,7100000,1600000,Approved,0.2783505154639175,11300000,1,Poor (0-600),3.5925925925925926,Low (2-4x),1,1,1
3028,4,Not Graduate,Yes,5900000,20700000,10,825,11700000,7900000,21000000,8500000,Approved,0.2850241545893719,49100000,1,Excellent (800+),3.5084745762711864,Low (2-4x),1,0,1
3029,1,Not Graduate,Yes,2100000,4200000,18,554,3400000,800000,6400000,1500000,Approved,0.5,12100000,1,Poor (0-600),2.0,Very Low (0-2x),1,0,1
3030,0,Not Graduate,Yes,2000000,5200000,18,400,1900000,1500000,5000000,1500000,Rejected,0.3846153846153846,9900000,0,Poor (0-600),2.6,Low (2-4x),0,0,1
3031,5,Not Graduate,No,9000000,34300000,10,853,22500000,11900000,32200000,10100000,Approved,0.2623906705539358,76700000,1,Excellent (800+),3.811111111111111,Low (2-4x),1,0,0
3032,1,Not Graduate,Yes,7600000,18800000,14,403,20900000,4700000,24700000,10000000,Rejected,0.4042553191489361,60300000,0,Poor (0-600),2.473684210526316,Low (2-4x),0,0,1
3033,3,Graduate,No,500000,1500000,6,392,1400000,200000,1800000,600000,Rejected,0.3333333333333333,4000000,0,Poor (0-600),3.0,Low (2-4x),0,1,0
3034,1,Graduate,No,6300000,19000000,20,673,14600000,8100000,16000000,4200000,Approved,0.331578947368421,42900000,1,Fair (600-700),3.015873015873016,Low (2-4x),1,1,0
3035,0,Graduate,Yes,3100000,7100000,10,498,3800000,1100000,12200000,4300000,Rejected,0.4366197183098591,21400000,0,Poor (0-600),2.2903225806451615,Low (2-4x),0,1,1
3036,1,Not Graduate,No,1100000,2600000,6,858,1800000,1900000,2700000,600000,Approved,0.4230769230769231,7000000,1,Excellent (800+),2.3636363636363638,Low (2-4x),1,0,0
3037,4,Graduate,Yes,3900000,14300000,20,477,1000000,4600000,9100000,2900000,Rejected,0.2727272727272727,17600000,0,Poor (0-600),3.6666666666666665,Low (2-4x),0,1,1
3038,4,Not Graduate,Yes,8700000,28200000,12,548,11800000,9900000,19800000,8500000,Rejected,0.3085106382978723,50000000,0,Poor (0-600),3.2413793103448274,Low (2-4x),0,0,1
3039,4,Not Graduate,Yes,6400000,23900000,6,300,16200000,11600000,24900000,7000000,Rejected,0.2677824267782426,59700000,0,Poor (0-600),3.734375,Low (2-4x),0,0,1
3040,2,Graduate,Yes,200000,800000,12,483,100000,200000,600000,300000,Rejected,0.25,1200000,0,Poor (0-600),4.0,Low (2-4x),0,1,1
3041,1,Graduate,No,2400000,5800000,20,384,1700000,2500000,8400000,3100000,Rejected,0.4137931034482758,15700000,0,Poor (0-600),2.4166666666666665,Low (2-4x),0,1,0
3042,3,Not Graduate,No,8900000,35200000,10,894,17100000,5600000,27700000,9800000,Approved,0.2528409090909091,60200000,1,Excellent (800+),3.955056179775281,Low (2-4x),1,0,0
3043,3,Not Graduate,No,6100000,14800000,10,492,6700000,3500000,17900000,6100000,Rejected,0.4121621621621621,34200000,0,Poor (0-600),2.4262295081967213,Low (2-4x),0,0,0
3044,5,Not Graduate,Yes,7600000,25700000,4,607,12900000,13600000,29100000,4900000,Approved,0.2957198443579766,60500000,1,Fair (600-700),3.3815789473684212,Low (2-4x),1,0,1
3045,3,Not Graduate,No,900000,2400000,16,701,700000,0,2000000,400000,Approved,0.375,3100000,1,Good (700-750),2.6666666666666665,Low (2-4x),1,0,0
3046,2,Not Graduate,Yes,7100000,19700000,20,890,13900000,3900000,22200000,4000000,Approved,0.3604060913705584,44000000,1,Excellent (800+),2.7746478873239435,Low (2-4x),1,0,1
3047,2,Not Graduate,Yes,5000000,14600000,10,808,4400000,3500000,17300000,3100000,Approved,0.3424657534246575,28300000,1,Excellent (800+),2.92,Low (2-4x),1,0,1
3048,4,Graduate,Yes,2000000,7400000,20,596,600000,2300000,4900000,2500000,Approved,0.2702702702702703,10300000,1,Poor (0-600),3.7,Low (2-4x),1,1,1
3049,4,Graduate,Yes,2600000,6200000,14,421,2500000,2200000,8900000,3400000,Rejected,0.4193548387096774,17000000,0,Poor (0-600),2.3846153846153846,Low (2-4x),0,1,1
3050,2,Graduate,Yes,7000000,14900000,20,495,9900000,8800000,14000000,10200000,Rejected,0.4697986577181208,42900000,0,Poor (0-600),2.1285714285714286,Low (2-4x),0,1,1
3051,3,Graduate,No,3900000,9800000,6,604,10900000,7300000,7700000,3300000,Approved,0.3979591836734694,29200000,1,Fair (600-700),2.5128205128205128,Low (2-4x),1,1,0
3052,3,Graduate,No,8400000,32600000,4,509,22700000,12600000,32400000,8700000,Approved,0.2576687116564417,76400000,1,Poor (0-600),3.880952380952381,Low (2-4x),1,1,0
3053,0,Graduate,Yes,200000,600000,8,852,500000,0,400000,200000,Approved,0.3333333333333333,1100000,1,Excellent (800+),3.0,Low (2-4x),1,1,1
3054,2,Not Graduate,Yes,1900000,6700000,16,893,5600000,3600000,6300000,1600000,Approved,0.2835820895522388,17100000,1,Excellent (800+),3.526315789473684,Low (2-4x),1,0,1
3055,2,Not Graduate,Yes,9200000,33000000,14,874,3900000,9700000,31200000,6600000,Approved,0.2787878787878788,51400000,1,Excellent (800+),3.5869565217391304,Low (2-4x),1,0,1
3056,3,Not Graduate,Yes,300000,500000,6,386,800000,200000,1200000,100000,Rejected,0.6,2300000,0,Poor (0-600),1.6666666666666667,Very Low (0-2x),0,0,1
3057,5,Graduate,No,6300000,18100000,4,590,5400000,10900000,22400000,8600000,Approved,0.3480662983425414,47300000,1,Poor (0-600),2.873015873015873,Low (2-4x),1,1,0
3058,2,Not Graduate,No,6100000,23500000,14,510,9000000,9500000,12400000,3400000,Rejected,0.2595744680851063,34300000,0,Poor (0-600),3.8524590163934427,Low (2-4x),0,0,0
3059,3,Graduate,Yes,7800000,25600000,6,523,13600000,7100000,20800000,9200000,Rejected,0.3046875,50700000,0,Poor (0-600),3.282051282051282,Low (2-4x),0,1,1
3060,0,Graduate,Yes,2000000,6700000,8,461,4900000,2200000,7200000,2600000,Rejected,0.2985074626865671,16900000,0,Poor (0-600),3.35,Low (2-4x),0,1,1
3061,4,Not Graduate,No,1900000,5600000,2,832,2700000,3300000,7100000,2400000,Approved,0.3392857142857143,15500000,1,Excellent (800+),2.9473684210526314,Low (2-4x),1,0,0
3062,2,Not Graduate,Yes,3300000,9600000,18,896,9900000,900000,12100000,4900000,Approved,0.34375,27800000,1,Excellent (800+),2.909090909090909,Low (2-4x),1,0,1
3063,0,Not Graduate,Yes,9500000,26000000,2,732,22500000,15600000,20400000,9300000,Approved,0.3653846153846153,67800000,1,Good (700-750),2.736842105263158,Low (2-4x),1,0,1
3064,0,Graduate,Yes,3500000,13900000,16,301,10300000,100000,8700000,2700000,Rejected,0.2517985611510791,21800000,0,Poor (0-600),3.9714285714285715,Low (2-4x),0,1,1
3065,5,Graduate,No,4400000,15800000,4,701,4100000,6300000,17100000,4100000,Approved,0.2784810126582278,31600000,1,Good (700-750),3.590909090909091,Low (2-4x),1,1,0
3066,2,Not Graduate,No,2000000,4000000,14,502,4900000,1500000,5400000,1300000,Rejected,0.5,13100000,0,Poor (0-600),2.0,Very Low (0-2x),0,0,0
3067,3,Not Graduate,No,9200000,19500000,12,742,18300000,9900000,19500000,13700000,Approved,0.4717948717948718,61400000,1,Good (700-750),2.119565217391304,Low (2-4x),1,0,0
3068,1,Not Graduate,No,2200000,5000000,2,755,1100000,2500000,6700000,3200000,Approved,0.44,13500000,1,Very Good (750-800),2.272727272727273,Low (2-4x),1,0,0
3069,1,Not Graduate,No,1900000,7100000,2,834,3900000,2300000,5800000,1400000,Approved,0.2676056338028169,13400000,1,Excellent (800+),3.736842105263158,Low (2-4x),1,0,0
3070,5,Graduate,Yes,8700000,18400000,12,394,18800000,3200000,24600000,12000000,Rejected,0.4728260869565217,58600000,0,Poor (0-600),2.1149425287356323,Low (2-4x),0,1,1
3071,3,Graduate,Yes,9700000,19700000,4,663,16700000,2200000,36200000,5200000,Approved,0.4923857868020304,60300000,1,Fair (600-700),2.0309278350515463,Low (2-4x),1,1,1
3072,3,Graduate,No,9400000,20300000,10,649,19600000,6700000,36100000,10000000,Approved,0.4630541871921182,72400000,1,Fair (600-700),2.1595744680851063,Low (2-4x),1,1,0
3073,4,Not Graduate,Yes,8000000,23200000,14,738,10900000,12100000,19900000,5400000,Approved,0.3448275862068966,48300000,1,Good (700-750),2.9,Low (2-4x),1,0,1
3074,5,Not Graduate,No,1000000,2000000,4,524,2700000,1800000,2200000,700000,Rejected,0.5,7400000,0,Poor (0-600),2.0,Very Low (0-2x),0,0,0
3075,5,Not Graduate,No,5300000,14600000,16,855,4200000,1600000,11200000,7400000,Approved,0.363013698630137,24400000,1,Excellent (800+),2.7547169811320753,Low (2-4x),1,0,0
3076,3,Graduate,Yes,1400000,5400000,20,304,1700000,1300000,2900000,800000,Rejected,0.2592592592592592,6700000,0,Poor (0-600),3.857142857142857,Low (2-4x),0,1,1
3077,2,Graduate,Yes,1600000,3800000,12,532,3200000,1400000,5400000,1100000,Rejected,0.4210526315789473,11100000,0,Poor (0-600),2.375,Low (2-4x),0,1,1
3078,3,Graduate,Yes,3400000,8500000,6,584,4200000,4700000,6800000,3700000,Approved,0.4,19400000,1,Poor (0-600),2.5,Low (2-4x),1,1,1
3079,3,Graduate,No,7800000,28700000,4,447,7200000,9500000,20100000,11300000,Approved,0.2717770034843205,48100000,1,Poor (0-600),3.6794871794871793,Low (2-4x),1,1,0
3080,4,Not Graduate,No,7100000,19900000,14,852,4700000,3200000,19700000,7600000,Approved,0.3567839195979899,35200000,1,Excellent (800+),2.8028169014084505,Low (2-4x),1,0,0
3081,1,Not Graduate,Yes,6000000,13100000,2,368,9900000,2200000,13700000,4900000,Rejected,0.4580152671755725,30700000,0,Poor (0-600),2.183333333333333,Low (2-4x),0,0,1
3082,3,Not Graduate,Yes,8200000,28900000,10,447,4400000,14700000,29400000,6800000,Rejected,0.2837370242214533,55300000,0,Poor (0-600),3.524390243902439,Low (2-4x),0,0,1
3083,4,Graduate,No,3900000,11400000,20,867,3800000,1100000,13600000,3200000,Approved,0.3421052631578947,21700000,1,Excellent (800+),2.923076923076923,Low (2-4x),1,1,0
3084,5,Not Graduate,Yes,8400000,17600000,12,397,13400000,14500000,24500000,7900000,Rejected,0.4772727272727273,60300000,0,Poor (0-600),2.0952380952380953,Low (2-4x),0,0,1
3085,4,Graduate,No,9700000,19400000,20,798,6400000,13700000,20300000,12800000,Approved,0.5,53200000,1,Very Good (750-800),2.0,Very Low (0-2x),1,1,0
3086,1,Not Graduate,Yes,8300000,26300000,20,530,22800000,11000000,33200000,8000000,Rejected,0.3155893536121673,75000000,0,Poor (0-600),3.1686746987951806,Low (2-4x),0,0,1
3087,4,Graduate,No,2500000,9900000,16,356,5500000,2600000,6100000,2300000,Rejected,0.2525252525252525,16500000,0,Poor (0-600),3.96,Low (2-4x),0,1,0
3088,3,Graduate,No,6100000,24000000,18,718,4100000,3400000,16600000,6800000,Approved,0.2541666666666666,30900000,1,Good (700-750),3.9344262295081966,Low (2-4x),1,1,0
3089,3,Not Graduate,No,5000000,13000000,10,459,2900000,3400000,18200000,7200000,Rejected,0.3846153846153846,31700000,0,Poor (0-600),2.6,Low (2-4x),0,0,0
3090,3,Not Graduate,No,9500000,22200000,8,571,4400000,8600000,24400000,10500000,Approved,0.4279279279279279,47900000,1,Poor (0-600),2.336842105263158,Low (2-4x),1,0,0
3091,2,Graduate,No,5700000,20500000,8,412,5800000,4300000,21200000,4900000,Rejected,0.2780487804878049,36200000,0,Poor (0-600),3.5964912280701755,Low (2-4x),0,1,0
3092,1,Graduate,Yes,5000000,12500000,20,604,4100000,100000,12200000,7400000,Approved,0.4,23800000,1,Fair (600-700),2.5,Low (2-4x),1,1,1
3093,4,Not Graduate,Yes,8600000,20600000,16,449,10800000,10600000,28700000,5400000,Rejected,0.4174757281553398,55500000,0,Poor (0-600),2.395348837209302,Low (2-4x),0,0,1
3094,5,Not Graduate,No,1400000,5300000,12,778,1600000,700000,4400000,700000,Approved,0.2641509433962264,7400000,1,Very Good (750-800),3.7857142857142856,Low (2-4x),1,0,0
3095,3,Graduate,No,5900000,21200000,16,476,11700000,4800000,14800000,7700000,Rejected,0.2783018867924528,39000000,0,Poor (0-600),3.593220338983051,Low (2-4x),0,1,0
3096,4,Graduate,Yes,4100000,10400000,12,727,11900000,5900000,16400000,4400000,Approved,0.3942307692307692,38600000,1,Good (700-750),2.5365853658536586,Low (2-4x),1,1,1
3097,3,Graduate,No,7400000,18500000,8,818,10400000,8800000,28000000,8400000,Approved,0.4,55600000,1,Excellent (800+),2.5,Low (2-4x),1,1,0
3098,1,Graduate,Yes,7100000,19300000,16,738,7200000,0,24300000,3600000,Approved,0.3678756476683937,35100000,1,Good (700-750),2.7183098591549295,Low (2-4x),1,1,1
3099,5,Graduate,Yes,5300000,18200000,16,546,14600000,7900000,13400000,4000000,Rejected,0.2912087912087912,39900000,0,Poor (0-600),3.4339622641509435,Low (2-4x),0,1,1
3100,2,Not Graduate,No,6600000,14100000,2,471,10800000,11400000,20700000,6000000,Rejected,0.4680851063829787,48900000,0,Poor (0-600),2.1363636363636362,Low (2-4x),0,0,0
3101,3,Not Graduate,No,2800000,10600000,4,860,5200000,4700000,6700000,2900000,Approved,0.2641509433962264,19500000,1,Excellent (800+),3.7857142857142856,Low (2-4x),1,0,0
3102,1,Not Graduate,Yes,1600000,4400000,4,364,2500000,700000,4300000,2400000,Rejected,0.3636363636363636,9900000,0,Poor (0-600),2.75,Low (2-4x),0,0,1
3103,0,Graduate,Yes,8500000,25300000,20,557,13000000,5100000,23900000,7100000,Approved,0.3359683794466403,49100000,1,Poor (0-600),2.976470588235294,Low (2-4x),1,1,1
3104,1,Not Graduate,Yes,5200000,20700000,12,612,2200000,2600000,16500000,3200000,Approved,0.251207729468599,24500000,1,Fair (600-700),3.980769230769231,Low (2-4x),1,0,1
3105,2,Not Graduate,Yes,6400000,19300000,6,414,7200000,1800000,19100000,3900000,Rejected,0.3316062176165803,32000000,0,Poor (0-600),3.015625,Low (2-4x),0,0,1
3106,5,Graduate,No,1300000,2900000,4,372,1700000,100000,2800000,600000,Rejected,0.4482758620689655,5200000,0,Poor (0-600),2.230769230769231,Low (2-4x),0,1,0
3107,0,Graduate,No,5600000,11600000,12,466,15000000,7400000,21800000,7500000,Rejected,0.4827586206896552,51700000,0,Poor (0-600),2.0714285714285716,Low (2-4x),0,1,0
3108,3,Graduate,Yes,9000000,19800000,20,348,8600000,9200000,25300000,6000000,Rejected,0.4545454545454545,49100000,0,Poor (0-600),2.2,Low (2-4x),0,1,1
3109,1,Not Graduate,Yes,7800000,17200000,4,597,3700000,12700000,17400000,8500000,Approved,0.4534883720930232,42300000,1,Poor (0-600),2.2051282051282053,Low (2-4x),1,0,1
3110,4,Not Graduate,Yes,4000000,11000000,8,791,500000,4700000,10300000,3000000,Approved,0.3636363636363636,18500000,1,Very Good (750-800),2.75,Low (2-4x),1,0,1
3111,0,Graduate,Yes,700000,1800000,12,400,1500000,1100000,2200000,300000,Rejected,0.3888888888888889,5100000,0,Poor (0-600),2.5714285714285716,Low (2-4x),0,1,1
3112,5,Graduate,Yes,7300000,18700000,16,813,6600000,8200000,20000000,5800000,Approved,0.3903743315508021,40600000,1,Excellent (800+),2.5616438356164384,Low (2-4x),1,1,1
3113,0,Not Graduate,Yes,5200000,15400000,4,675,15300000,8800000,12800000,2900000,Approved,0.3376623376623376,39800000,1,Fair (600-700),2.9615384615384617,Low (2-4x),1,0,1
3114,1,Not Graduate,No,6200000,18200000,18,324,3100000,12000000,19200000,3400000,Rejected,0.3406593406593406,37700000,0,Poor (0-600),2.935483870967742,Low (2-4x),0,0,0
3115,4,Graduate,No,1100000,3600000,8,693,2400000,1300000,3800000,1500000,Approved,0.3055555555555556,9000000,1,Fair (600-700),3.272727272727273,Low (2-4x),1,1,0
3116,1,Not Graduate,Yes,5600000,13700000,8,491,10100000,3700000,18500000,4200000,Rejected,0.4087591240875912,36500000,0,Poor (0-600),2.4464285714285716,Low (2-4x),0,0,1
3117,5,Graduate,Yes,3400000,9800000,8,559,3500000,2900000,8300000,2200000,Approved,0.3469387755102041,16900000,1,Poor (0-600),2.8823529411764706,Low (2-4x),1,1,1
3118,4,Graduate,No,1500000,4900000,16,392,1800000,1100000,3000000,2000000,Rejected,0.3061224489795918,7900000,0,Poor (0-600),3.2666666666666666,Low (2-4x),0,1,0
3119,2,Not Graduate,No,5800000,18600000,18,532,10900000,900000,12300000,6700000,Rejected,0.3118279569892473,30800000,0,Poor (0-600),3.206896551724138,Low (2-4x),0,0,0
3120,4,Not Graduate,No,9800000,29400000,8,592,29100000,16700000,35900000,9000000,Approved,0.3333333333333333,90700000,1,Poor (0-600),3.0,Low (2-4x),1,0,0
3121,5,Not Graduate,No,8300000,23100000,4,459,5500000,14300000,28400000,5500000,Rejected,0.3593073593073593,53700000,0,Poor (0-600),2.783132530120482,Low (2-4x),0,0,0
3122,4,Graduate,Yes,500000,1200000,4,627,0,500000,1800000,700000,Approved,0.4166666666666667,3000000,1,Fair (600-700),2.4,Low (2-4x),1,1,1
3123,4,Graduate,No,1900000,6100000,2,462,2100000,3300000,5400000,2500000,Approved,0.3114754098360656,13300000,1,Poor (0-600),3.210526315789474,Low (2-4x),1,1,0
3124,1,Not Graduate,Yes,9700000,24700000,14,600,13600000,14000000,35500000,6700000,Approved,0.3927125506072874,69800000,1,Poor (0-600),2.5463917525773194,Low (2-4x),1,0,1
3125,5,Not Graduate,No,1800000,6200000,18,366,3500000,2400000,6300000,1300000,Rejected,0.2903225806451613,13500000,0,Poor (0-600),3.4444444444444446,Low (2-4x),0,0,0
3126,0,Graduate,Yes,3300000,9700000,14,356,9800000,4800000,9400000,1900000,Rejected,0.3402061855670103,25900000,0,Poor (0-600),2.9393939393939394,Low (2-4x),0,1,1
3127,5,Graduate,No,900000,2300000,16,590,1200000,1500000,2100000,900000,Approved,0.391304347826087,5700000,1,Poor (0-600),2.5555555555555554,Low (2-4x),1,1,0
3128,5,Graduate,Yes,8200000,28900000,4,485,16500000,3000000,19400000,6800000,Approved,0.2837370242214533,45700000,1,Poor (0-600),3.524390243902439,Low (2-4x),1,1,1
3129,1,Not Graduate,Yes,500000,1700000,18,617,400000,100000,1400000,500000,Approved,0.2941176470588235,2400000,1,Fair (600-700),3.4,Low (2-4x),1,0,1
3130,5,Graduate,Yes,1000000,2600000,8,664,900000,1200000,3500000,900000,Approved,0.3846153846153846,6500000,1,Fair (600-700),2.6,Low (2-4x),1,1,1
3131,3,Not Graduate,No,7100000,27900000,8,583,8900000,7600000,19600000,6300000,Approved,0.2544802867383512,42400000,1,Poor (0-600),3.9295774647887325,Low (2-4x),1,0,0
3132,1,Graduate,Yes,200000,400000,18,859,300000,100000,400000,200000,Approved,0.5,1000000,1,Excellent (800+),2.0,Very Low (0-2x),1,1,1
3133,2,Graduate,No,3100000,7300000,14,504,3200000,0,7200000,1500000,Rejected,0.4246575342465753,11900000,0,Poor (0-600),2.3548387096774195,Low (2-4x),0,1,0
3134,4,Graduate,No,700000,2300000,16,688,1500000,300000,1900000,400000,Approved,0.3043478260869565,4100000,1,Fair (600-700),3.2857142857142856,Low (2-4x),1,1,0
3135,3,Not Graduate,No,1800000,5700000,2,422,4800000,0,3700000,2300000,Approved,0.3157894736842105,10800000,1,Poor (0-600),3.1666666666666665,Low (2-4x),1,0,0
3136,3,Not Graduate,Yes,8400000,27000000,8,746,15000000,8400000,27000000,12500000,Approved,0.3111111111111111,62900000,1,Good (700-750),3.2142857142857144,Low (2-4x),1,0,1
3137,3,Graduate,No,7400000,17500000,20,317,17700000,14000000,27000000,9500000,Rejected,0.4228571428571429,68200000,0,Poor (0-600),2.364864864864865,Low (2-4x),0,1,0
3138,2,Not Graduate,Yes,6700000,20200000,6,701,8800000,12200000,13900000,8200000,Approved,0.3316831683168317,43100000,1,Good (700-750),3.014925373134328,Low (2-4x),1,0,1
3139,1,Graduate,Yes,1700000,6000000,16,754,3900000,1500000,6400000,1800000,Approved,0.2833333333333333,13600000,1,Very Good (750-800),3.5294117647058822,Low (2-4x),1,1,1
3140,3,Not Graduate,Yes,300000,600000,10,515,300000,200000,1000000,200000,Rejected,0.5,1700000,0,Poor (0-600),2.0,Very Low (0-2x),0,0,1
3141,1,Graduate,Yes,3800000,8800000,12,670,5200000,4700000,12200000,3800000,Approved,0.4318181818181818,25900000,1,Fair (600-700),2.3157894736842106,Low (2-4x),1,1,1
3142,5,Graduate,Yes,1300000,4000000,8,407,3800000,1300000,3500000,1100000,Rejected,0.325,9700000,0,Poor (0-600),3.076923076923077,Low (2-4x),0,1,1
3143,5,Not Graduate,Yes,3100000,10900000,12,884,6100000,3700000,12300000,4100000,Approved,0.2844036697247706,26200000,1,Excellent (800+),3.5161290322580645,Low (2-4x),1,0,1
3144,1,Graduate,Yes,200000,400000,20,882,400000,100000,300000,0,Approved,0.5,800000,1,Excellent (800+),2.0,Very Low (0-2x),1,1,1
3145,2,Not Graduate,Yes,8100000,24700000,6,595,5500000,14300000,27300000,6500000,Approved,0.3279352226720647,53600000,1,Poor (0-600),3.049382716049383,Low (2-4x),1,0,1
3146,1,Not Graduate,Yes,8900000,22900000,4,757,8200000,11600000,17800000,7800000,Approved,0.388646288209607,45400000,1,Very Good (750-800),2.5730337078651684,Low (2-4x),1,0,1
3147,5,Graduate,Yes,4200000,8500000,4,386,8700000,4600000,10500000,6000000,Rejected,0.4941176470588235,29800000,0,Poor (0-600),2.0238095238095237,Low (2-4x),0,1,1
3148,5,Not Graduate,Yes,4100000,11100000,18,756,1700000,3000000,10800000,3000000,Approved,0.3693693693693693,18500000,1,Very Good (750-800),2.707317073170732,Low (2-4x),1,0,1
